산업,산업2,광고제목,광고부제목,날짜,링크
금융/보험,보험,현대해상,빠든빠든 다이렉트,2022.07.05,https://play.tvcf.co.kr/878330
금융/보험,보험,KB손해보험,몸도 마음도 더블케어,2022.07.01,https://play.tvcf.co.kr/878040
금융/보험,보험,신한라이프,[로지 종신보험 광고30초] 지금 바로! Ask Me,2022.07.01,https://play.tvcf.co.kr/878006
금융/보험,보험,AIA생명,브랜드 캠페인,2022.06.28,https://play.tvcf.co.kr/876766
금융/보험,보험,신한라이프,‘Ask Me’ by 팀 패스파인더,2022.06.28,https://play.tvcf.co.kr/876360
금융/보험,보험,KB손해보험 다이렉트,맞춤특약으로 내 차 보험료 할인받고 GET! - 마일리지할인특약,2022.06.24,https://play.tvcf.co.kr/876260
금융/보험,보험,KB손해보험 다이렉트,맞춤특약으로 내 차 보험료 할인받고 GET! - 대중교통이용할인특약,2022.06.24,https://play.tvcf.co.kr/876259
금융/보험,보험,KB손해보험 다이렉트,맞춤특약으로 내 차 보험료 할인받고 GET! - 첨단안전장치장착특약,2022.06.24,https://play.tvcf.co.kr/876258
금융/보험,보험,신한라이프,[프리론칭 광고B] 인생은 타이밍!,2022.06.22,https://play.tvcf.co.kr/876069
금융/보험,보험,신한라이프,[프리론칭 광고A] 우리만의 특권 3가지,2022.06.22,https://play.tvcf.co.kr/876068
금융/보험,보험,KB손해보험 다이렉트,맞춤특약으로 내 차 보험료 할인받고 GET! - 자녀할인특약편,2022.06.13,https://play.tvcf.co.kr/874846
금융/보험,보험,삼성생명 건강자산,뱀파이어 인터뷰 연금보험,2022.05.27,https://play.tvcf.co.kr/872758
금융/보험,보험,삼성생명 건강자산,뱀파이어 인터뷰 더헬스앱,2022.05.27,https://play.tvcf.co.kr/872759
금융/보험,보험,삼성생명 건강자산,뱀파이어 인터뷰 건강보험,2022.05.27,https://play.tvcf.co.kr/872760
금융/보험,보험,삼성생명 건강자산,뱀파이어 인터뷰 튼든탄,2022.05.27,https://play.tvcf.co.kr/872757
금융/보험,보험,신한라이프,‘Ask Me’ (Full ver.) by 팀 패스파인더,2022.05.27,https://play.tvcf.co.kr/872753
금융/보험,보험,한화생명 시그니처암보험,설계도 시그니처 답게,2022.05.25,https://play.tvcf.co.kr/872597
금융/보험,보험,한화생명 시그니처암보험,보장도 시그니처 답게,2022.05.25,https://play.tvcf.co.kr/872598
금융/보험,보험,신한라이프,[MV] 팀 패스파인더 ‘Ask Me’ MV Teaser,2022.05.18,https://play.tvcf.co.kr/872026
금융/보험,보험,AIA생명,인생에 꼭 필요한 든든튼튼찬스,2022.05.17,https://play.tvcf.co.kr/871698
금융/보험,보험,라이나생명보험 골라담는 간편건강보험,프로파일러,2022.05.12,https://play.tvcf.co.kr/871097
금융/보험,보험,라이나생명보험 골라담는 간편건강보험,일상 속 발생하는 후유장해,2022.05.11,https://play.tvcf.co.kr/871006
금융/보험,보험,KB손해보험,[오은영의 잠깐만요!]물건을 던지는 아이,2022.05.09,https://play.tvcf.co.kr/870691
금융/보험,보험,한화생명 시그니처암보험,런칭,2022.05.06,https://play.tvcf.co.kr/869997
금융/보험,보험,푸르덴셜생명,"라이프파트너, 보험을 초월하다 : 초인 - 종합",2022.04.29,https://play.tvcf.co.kr/868969
금융/보험,보험,라이나생명보험 더든든한 간병비 치매보험,속마음,2022.04.24,https://play.tvcf.co.kr/868445
금융/보험,보험,푸르덴셜생명,"라이프파트너, 보험을 초월하다 : 초인 - 여자",2022.04.15,https://play.tvcf.co.kr/867791
금융/보험,보험,푸르덴셜생명,"라이프파트너, 보험을 초월하다 : 초인 - 남자",2022.04.15,https://play.tvcf.co.kr/867782
금융/보험,보험,삼성생명,건강자산,2022.04.05,https://play.tvcf.co.kr/866253
금융/보험,보험,라이나생명보험 더든든한 간병비 치매보험,때문에,2022.04.02,https://play.tvcf.co.kr/865903
금융/보험,보험,삼성화재,건강보험 종합,2022.04.01,https://play.tvcf.co.kr/865743
금융/보험,보험,삼성화재,청소년 건강,2022.04.01,https://play.tvcf.co.kr/865739
금융/보험,보험,삼성생명 건강자산,건강자산을 키우다,2022.03.29,https://play.tvcf.co.kr/865441
금융/보험,보험,캐롯손해보험 퍼마일 자동차보험,"어쩌죠 캐롯, 아직 모르시면",2022.03.28,https://play.tvcf.co.kr/865279
금융/보험,보험,현대해상 기업PR,마음을 배우다,2022.03.25,https://play.tvcf.co.kr/865061
금융/보험,보험,현대해상 기업PR,마음을 배우다,2022.03.25,https://play.tvcf.co.kr/865060
금융/보험,보험,현대해상 기업PR,마음을 배우다,2022.03.25,https://play.tvcf.co.kr/865059
금융/보험,보험,삼성화재,걱정되는 가족들의 건강,2022.03.24,https://play.tvcf.co.kr/865033
금융/보험,보험,MG새마을금고 보험,무궁무진_보험 그 이상으로,2022.03.24,https://play.tvcf.co.kr/865035
금융/보험,보험,캐롯손해보험 퍼마일 자동차보험,"알 만한 사람들은 다 아는, 신민아도 꽂힌 캐롯 종합",2022.03.18,https://play.tvcf.co.kr/864416
금융/보험,보험,캐롯손해보험 퍼마일 자동차보험,이것은 자동차에 확 꽂힐 보험,2022.03.18,https://play.tvcf.co.kr/864418
금융/보험,보험,캐롯손해보험 퍼마일 자동차보험,"어쩌죠 캐롯, 아직 모르시면",2022.03.18,https://play.tvcf.co.kr/864415
금융/보험,보험,삼성화재,3040 건강,2022.03.16,https://play.tvcf.co.kr/864196
금융/보험,보험,DB손해보험 다이렉트 자동차보험,내 손에 보험,2022.03.15,https://play.tvcf.co.kr/864038
금융/보험,보험,DB손해보험 다이렉트 자동차보험,내 손에 보험,2022.03.15,https://play.tvcf.co.kr/864037
금융/보험,보험,AXA 손해보험,보험전문가AXA,2022.03.06,https://play.tvcf.co.kr/862992
금융/보험,보험,AXA 손해보험,"인생에 서툰 순간, 보험전문가 AXA와 함께하세요!",2022.03.06,https://play.tvcf.co.kr/862990
금융/보험,보험,SGI서울보증,페이스메이커,2022.02.25,https://play.tvcf.co.kr/861502
금융/보험,보험,ABL생명,건강할수록 더 할인,2022.02.21,https://play.tvcf.co.kr/860837
금융/보험,보험,KB손해보험,몸도 마음도 더블케어,2022.02.18,https://play.tvcf.co.kr/860748
금융/보험,보험,현대해상 굿앤굿 어린이 종합보험,배타적사용권,2022.02.14,https://play.tvcf.co.kr/860200
금융/보험,보험,KB손해보험,[오은영의 잠깐만요!] 떼쓰는 아이,2022.02.11,https://play.tvcf.co.kr/860073
금융/보험,보험,KB손해보험,[오은영의 잠깐만요!] 혼자만 노는 아이,2022.02.11,https://play.tvcf.co.kr/860074
금융/보험,보험,KB손해보험,[오은영의 잠깐만요!] 스마트폰에 빠진 아이,2022.02.11,https://play.tvcf.co.kr/860072
금융/보험,보험,현대해상 굿앤굿 어린이 종합보험,배타적사용권,2022.02.11,https://play.tvcf.co.kr/860060
금융/보험,보험,라이나생명,당신의 건강에 진심이니까 (블록 캐릭터 Ver.),2022.01.24,https://play.tvcf.co.kr/858153
금융/보험,보험,라이나생명보험 더든든한 간병비 치매보험,간병가족,2022.01.23,https://play.tvcf.co.kr/858104
금융/보험,보험,라이나생명보험 더든든한 간병비 치매보험,나중에 후회말고 지금대비하세요,2022.01.20,https://play.tvcf.co.kr/857860
금융/보험,보험,현대해상 다이렉트,현대해상 타임 투 다이렉트,2022.01.07,https://play.tvcf.co.kr/856221
금융/보험,보험,삼성화재 다이렉트,마일리지 운전자보험,2022.01.03,https://play.tvcf.co.kr/855627
금융/보험,보험,DB손해보험,당신은 어떤 약속으로 새해를 시작하고 있나요?,2022.01.03,https://play.tvcf.co.kr/855484
금융/보험,보험,삼성화재 다이렉트 마일리지 운전자보험,쏠쏠한 적립을 착!,2021.12.28,https://play.tvcf.co.kr/855185
금융/보험,보험,삼성화재 다이렉트 자동차보험,당신이 어떤 스포츠를 좋아하든 착! 맞춘 자동차보험,2021.12.27,https://play.tvcf.co.kr/855004
금융/보험,보험,삼성화재 다이렉트 자동차보험,당신이 누구든 착!맞춘 자동차보험,2021.12.27,https://play.tvcf.co.kr/855003
금융/보험,보험,AIA 바이탈리티,ESG,2021.12.17,https://play.tvcf.co.kr/854072
금융/보험,보험,한화생명 맘스케어,"RE:SOUND A.I 자장가 _ 전하지 못한 말, 음악이 되다",2021.12.16,https://play.tvcf.co.kr/853990
금융/보험,보험,하나생명,가장 소중한 하나,2021.12.06,https://play.tvcf.co.kr/852919
금융/보험,보험,AIA 바이탈리티,건강UP 할인UP_착각하지맙시다,2021.11.15,https://play.tvcf.co.kr/850008
금융/보험,보험,AIA 바이탈리티,에코시스템,2021.11.12,https://play.tvcf.co.kr/850045
금융/보험,보험,AIA 바이탈리티,건강멘토 이현이,2021.11.09,https://play.tvcf.co.kr/849517
금융/보험,보험,라이나생명,당신의 건강에 진심이니까,2021.11.05,https://play.tvcf.co.kr/848973
금융/보험,보험,삼성화재 다이렉트,당신에게 착!,2021.11.04,https://play.tvcf.co.kr/848557
금융/보험,보험,삼성화재 다이렉트,당신에게 착! Full,2021.11.04,https://play.tvcf.co.kr/848558
금융/보험,보험,AIA 바이탈리티,건강UP 할인UP,2021.11.03,https://play.tvcf.co.kr/848492
금융/보험,보험,캐롯손해보험 퍼마일 자동차보험,킬로수,2021.11.02,https://play.tvcf.co.kr/848273
금융/보험,보험,신한라이프,오늘처럼 놀라운 내일을,2021.11.01,https://play.tvcf.co.kr/847944
금융/보험,보험,라이나생명보험 질문하나로암보험,대립,2021.10.27,https://play.tvcf.co.kr/847630
금융/보험,보험,신한라이프,Fly So Higher (오늘처럼 놀라운 내일을),2021.10.27,https://play.tvcf.co.kr/847541
금융/보험,보험,메리츠화재,메리츠 어린이보험,2021.10.10,https://play.tvcf.co.kr/845563
금융/보험,보험,라이나생명보험 질문하나로암보험,"암보험, 나도 가입될까",2021.10.06,https://play.tvcf.co.kr/845111
금융/보험,보험,캐롯손해보험 퍼마일 자동차보험,마트_30s,2021.10.05,https://play.tvcf.co.kr/844990
금융/보험,보험,삼성생명 다이렉트,영끌러,2021.10.05,https://play.tvcf.co.kr/844988
금융/보험,보험,캐롯손해보험 퍼마일 자동차보험,마트_15s,2021.10.05,https://play.tvcf.co.kr/844919
금융/보험,보험,AIA생명 바이탈리티 든든튼튼암보험,시대의 발맞춘 혁신적 암보험,2021.09.26,https://play.tvcf.co.kr/843746
금융/보험,보험,삼성생명 다이렉트,육아맘,2021.09.23,https://play.tvcf.co.kr/843490
금융/보험,보험,삼성생명 다이렉트,모바일족,2021.09.23,https://play.tvcf.co.kr/843489
금융/보험,보험,DB손해보험,약속으로 세상은 이어진다,2021.09.23,https://play.tvcf.co.kr/843505
금융/보험,보험,DB손해보험,약속으로 세상은 이어진다,2021.09.19,https://play.tvcf.co.kr/843216
금융/보험,보험,라이나질문하나로암보험,이건 아니라고 봐,2021.09.12,https://play.tvcf.co.kr/842371
금융/보험,보험,AXA 손해보험,당신의 드라이빙도 AXA 하나로 초맞춤,2021.09.05,https://play.tvcf.co.kr/841430
금융/보험,보험,삼성화재 다이렉트,[납량특집] 울리지 않는 전화벨. 기다리지마 안오니깐 영원히,2021.09.02,https://play.tvcf.co.kr/841142
금융/보험,보험,삼성화재 다이렉트,[핵심요약] 7년간의 진실 속에 숨겨진 비밀은…?,2021.09.02,https://play.tvcf.co.kr/841141
금융/보험,보험,삼성화재 다이렉트,[결말포함] 피할 수 없는 그날의 정체는?!,2021.09.02,https://play.tvcf.co.kr/841138
금융/보험,보험,메리츠 올바른 암보험,암걱정엔,2021.09.02,https://play.tvcf.co.kr/841096
금융/보험,보험,AXA 손해보험,당신의 드라이빙도 AXA 하나로 초맞춤_아이의 로드매니저,2021.09.02,https://play.tvcf.co.kr/841091
금융/보험,보험,AXA 손해보험,당신의 드라이빙도 AXA 하나로 초맞춤_베테랑 드라이버,2021.09.02,https://play.tvcf.co.kr/841085
금융/보험,보험,현대해상 기업PR,랜선마음,2021.08.23,https://play.tvcf.co.kr/839730
금융/보험,보험,AIA생명 바이탈리티,Brand Film,2021.08.18,https://play.tvcf.co.kr/839519
금융/보험,보험,한화생명,LIFEPLUS 구독보험,2021.08.10,https://play.tvcf.co.kr/838732
금융/보험,보험,한화생명,LIFEPLUS 프레시지 밀키트 구독보험,2021.08.10,https://play.tvcf.co.kr/838731
금융/보험,보험,한화생명,LIFEPLUS 이마트 할인 구독보험,2021.08.10,https://play.tvcf.co.kr/838730
금융/보험,보험,한화생명,LIFEPLUS GS25 편맥 구독보험,2021.08.10,https://play.tvcf.co.kr/838728
금융/보험,보험,신한라이프,"특별한 FC, 함께 해보실래요?",2021.08.09,https://play.tvcf.co.kr/838596
금융/보험,보험,삼성생명,"우주시대에도 다 맞춘 보험, 인생맞춤 인생보험",2021.08.05,https://play.tvcf.co.kr/838127
금융/보험,카드,OK캐쉬백,적립의 여왕,2022.08.01,https://play.tvcf.co.kr/880919
금융/보험,카드,KB국민카드 KB Pay,"어때, 쉽지 예림아? KB Pay처럼 한 번에 쉽게(15s) I 김연아(Yuna Kim), 김예림(Yelim Kim)",2022.07.13,https://play.tvcf.co.kr/879400
금융/보험,카드,KB국민카드 KB Pay,"어때, 쉽지 예림아? KB Pay처럼 한 번에 쉽게(30s) I 김연아(Yuna Kim), 김예림(Yelim Kim)",2022.07.13,https://play.tvcf.co.kr/879399
금융/보험,카드,KB국민카드 KB Pay,"어때, 쉽지 예림아? 회전도 KB Pay처럼 한 번에 쉽게 EP.2 회전 I 김연아(Yuna Kim), 김예림(Yelim Kim)",2022.07.13,https://play.tvcf.co.kr/879398
금융/보험,카드,KB국민카드 KB Pay,"어때, 쉽지 예림아? 점프도 KB Pay처럼 한 번에 쉽게 EP.1 점프 I 김연아(Yuna Kim), 김예림(Yelim Kim)",2022.07.13,https://play.tvcf.co.kr/879397
금융/보험,카드,KB국민카드 KB Pay,"어때, 쉽지 예림아? 점프도 회전도 KB Pay처럼 한 번에 쉽게 (Full Ver.) I 김연아(Yuna Kim), 김예림(Yelim Kim)",2022.07.13,https://play.tvcf.co.kr/879396
금융/보험,카드,신한카드 플리,너만의 플레이리스트? 취향대로 플레이해!,2022.07.07,https://play.tvcf.co.kr/878688
금융/보험,카드,삼성 iD 카드,iD ON + iD MOVE,2022.07.06,https://play.tvcf.co.kr/878556
금융/보험,카드,삼성 iD 카드,iD ENERGY/EV(30’’),2022.07.06,https://play.tvcf.co.kr/878562
금융/보험,카드,삼성 iD 카드,iD EDU + iD ENERGY/EV,2022.07.06,https://play.tvcf.co.kr/878561
금융/보험,카드,삼성 iD 카드,iD ENERGY/EV + iD EDU,2022.07.06,https://play.tvcf.co.kr/878560
금융/보험,카드,삼성 iD 카드,iD MOVE(30''),2022.07.06,https://play.tvcf.co.kr/878559
금융/보험,카드,삼성 iD 카드,iD MOVE + iD ON,2022.07.06,https://play.tvcf.co.kr/878558
금융/보험,카드,삼성 iD 카드,라인업,2022.07.06,https://play.tvcf.co.kr/878551
금융/보험,카드,넥슨X현대카드,적에게 알리지말라,2022.06.30,https://play.tvcf.co.kr/876980
금융/보험,카드,롯데카드,세상을 바꾸는 가치있는 생각,2022.06.29,https://play.tvcf.co.kr/876893
금융/보험,카드,카드고릴라,지금 네 카드가 몇 등인지 궁금해? 레츠~고릴라차트 | 카드고릴라 - 인기차트,2022.06.02,https://play.tvcf.co.kr/873657
금융/보험,카드,카드고릴라,카드 고르기가 이렇게 쉬울줄이야 | 카드고를때 카드고릴라 - 동물의왕국,2022.06.02,https://play.tvcf.co.kr/873656
금융/보험,카드,카드고릴라,아직도 하나씩 비교해? 국내 모든 카드가 한 곳에! | 카드고릴라 - 친구와의대화,2022.06.02,https://play.tvcf.co.kr/873655
금융/보험,카드,카드고릴라,진짜 나만 몰랐어요? 난 너에게 카고를 줬어 | 카드고릴라 - 달콤한인생,2022.06.02,https://play.tvcf.co.kr/873654
금융/보험,카드,카드고릴라,카고 써라 안카드나! | 카드고를때 카드고릴라 - 사투리,2022.06.02,https://play.tvcf.co.kr/873653
금융/보험,카드,현대카드,20년간의 현대카드 디자인 아카이브 [DESIGN without WORDS vol.3],2022.05.30,https://play.tvcf.co.kr/872776
금융/보험,카드,신한카드 이츠모아,외식,2022.05.12,https://play.tvcf.co.kr/871129
금융/보험,카드,신한카드 이츠모아,배달앱,2022.05.12,https://play.tvcf.co.kr/871128
금융/보험,카드,신한카드 이츠모아,밀키트,2022.05.12,https://play.tvcf.co.kr/871127
금융/보험,카드,우리카드 뉴,새롭고 유니크해진 우리 사는 방식,2022.05.03,https://play.tvcf.co.kr/869979
금융/보험,카드,우리카드 뉴,NU 라이프 브이로그,2022.05.03,https://play.tvcf.co.kr/869975
금융/보험,카드,우리카드 뉴,새롭고 유니크해진 우리 사는 방식,2022.04.30,https://play.tvcf.co.kr/869218
금융/보험,카드,현대카드,[American Express Cards by Hyundai Card] Vacation Starts Now,2022.04.06,https://play.tvcf.co.kr/866616
금융/보험,카드,현대카드,[American Express Cards by Hyundai Card] Slow Down,2022.04.06,https://play.tvcf.co.kr/866615
금융/보험,카드,롯데카드,DIGI LOCA 하이마트 프로모션,2022.04.05,https://play.tvcf.co.kr/866447
금융/보험,카드,롯데카드 라이킷,LOCA LIKIT EAT,2022.04.05,https://play.tvcf.co.kr/866452
금융/보험,카드,롯데카드 라이킷,LOCA LIKIT SHOP,2022.04.05,https://play.tvcf.co.kr/866451
금융/보험,카드,롯데카드 라이킷,LOCA LIKIT PLAY,2022.04.05,https://play.tvcf.co.kr/866450
금융/보험,카드,롯데카드 라이킷,LOCA LIKIT,2022.04.05,https://play.tvcf.co.kr/866449
금융/보험,카드,롯데카드 로카,LOCA in BUSAN,2022.04.05,https://play.tvcf.co.kr/866453
금융/보험,카드,현대카드,IRON&WOOD Grand Open,2022.03.11,https://play.tvcf.co.kr/863783
금융/보험,카드,현대카드,아이언앤우드,2022.03.11,https://play.tvcf.co.kr/863773
금융/보험,카드,현대카드,[Our Tools] 1:1.58 카드의 비례로 만든 Our Tools,2022.03.04,https://play.tvcf.co.kr/862918
금융/보험,카드,현대카드,"공간으로 소통하다, The Way We Build",2022.03.04,https://play.tvcf.co.kr/862917
금융/보험,카드,신한카드,신한 밈 스걸파 에디션_전가맹점 혜택,2022.03.03,https://play.tvcf.co.kr/862738
금융/보험,카드,신한카드,신한 밈 스걸파 에디션,2022.03.03,https://play.tvcf.co.kr/862736
금융/보험,카드,신한카드,신한 밈 스걸파 에디션_음원 스트리밍,2022.03.03,https://play.tvcf.co.kr/862737
금융/보험,카드,신한카드,신한 밈 스걸파 에디션_편의점,2022.03.03,https://play.tvcf.co.kr/862734
금융/보험,카드,신한카드,신한 밈 스걸파 에디션,2022.03.03,https://play.tvcf.co.kr/862735
금융/보험,카드,신한카드,신한 밈 스걸파 에디션_모바일 뱅킹,2022.03.03,https://play.tvcf.co.kr/862733
금융/보험,카드,신한카드,신한 밈 스걸파 에디션_공유 혜택,2022.03.03,https://play.tvcf.co.kr/862732
금융/보험,카드,신한카드,신한 밈 스걸파 에디션,2022.03.03,https://play.tvcf.co.kr/862731
금융/보험,카드,넥슨X현대카드,풍악을 울려라,2022.02.03,https://play.tvcf.co.kr/858826
금융/보험,카드,신한카드,신한플레이 x BTS 뷔 ? ‘금융추천’,2022.01.25,https://play.tvcf.co.kr/858262
금융/보험,카드,신한카드,신한플레이 x BTS 슈가 - ‘관심사 커뮤니티’,2022.01.25,https://play.tvcf.co.kr/858261
금융/보험,카드,신한카드,신한플레이 x BTS RM - ‘맞춤 콘텐츠’,2022.01.25,https://play.tvcf.co.kr/858260
금융/보험,카드,신한카드,신한플레이 x BTS 정국 - ‘결제기능’,2022.01.25,https://play.tvcf.co.kr/858259
금융/보험,카드,신한카드,신한플레이 x BTS 진 - ‘자산관리’,2022.01.25,https://play.tvcf.co.kr/858258
금융/보험,카드,신한카드,신한플레이 x BTS 지민 - ‘소비관리’,2022.01.25,https://play.tvcf.co.kr/858257
금융/보험,카드,신한카드,신한플레이 x BTS 제이홉 - ‘신한Pay’,2022.01.25,https://play.tvcf.co.kr/858256
금융/보험,카드,신한카드,신한플레이 x BTS 제이홉 - ‘마이월렛’,2022.01.25,https://play.tvcf.co.kr/858255
금융/보험,카드,코나카드,이 카드 몰라?,2022.01.12,https://play.tvcf.co.kr/857018
금융/보험,카드,씨티카드,씨티 NEW 캐시백 카드 - 캐시,2022.01.05,https://play.tvcf.co.kr/855854
금융/보험,카드,씨티카드,씨티 NEW 캐시백 카드 - 친구,2022.01.05,https://play.tvcf.co.kr/855853
금융/보험,카드,씨티카드,씨티 리워드 카드 - 부자 사이,2022.01.05,https://play.tvcf.co.kr/855850
금융/보험,카드,씨티카드,[씨티x천재이승국] 유튜버 천재이승국이 해외여행 준비하면서 환~전~하게 생긴 이유는?,2022.01.05,https://play.tvcf.co.kr/855840
금융/보험,카드,디지로카,나도 모르는 나를 안다_쇼핑,2021.12.31,https://play.tvcf.co.kr/855457
금융/보험,카드,투썸플레이스 신한카드,"이제, 혜택이 더 시원해질 시간! 아메리카노",2021.12.27,https://play.tvcf.co.kr/855099
금융/보험,카드,투썸플레이스 신한카드,"이제, 혜택이 더 고소해질 시간! 라떼",2021.12.27,https://play.tvcf.co.kr/855098
금융/보험,카드,코나카드,복권 같은 혜택 코나카드,2021.12.23,https://play.tvcf.co.kr/854935
금융/보험,카드,디지로카,나도 모르는 나를 안다,2021.12.17,https://play.tvcf.co.kr/854110
금융/보험,카드,투썸플레이스 신한카드,"이제, 혜택이 더 달콤해질 시간! 케이크",2021.12.16,https://play.tvcf.co.kr/854043
금융/보험,카드,디지로카,"롯데카드, 카드를 버리다",2021.12.12,https://play.tvcf.co.kr/853571
금융/보험,카드,투썸플레이스 신한카드,혜택까지 설레는 카드의 등장!(티저),2021.12.09,https://play.tvcf.co.kr/853382
금융/보험,카드,신한카드 Puzzle,"퍼스널한 즐거움, 너만의 Puzzle을 Play해봐!",2021.12.06,https://play.tvcf.co.kr/852901
금융/보험,카드,삼성카드,라인업,2021.12.03,https://play.tvcf.co.kr/852682
금융/보험,카드,KB국민카드,친환경 보드게임 [Yellow Edition] 이야기,2021.12.02,https://play.tvcf.co.kr/852576
금융/보험,카드,삼성 iD 카드,진짜 나를 담은 iD_시작3,2021.11.18,https://play.tvcf.co.kr/850936
금융/보험,카드,삼성 iD 카드,진짜 나를 담은 iD_시작1,2021.11.18,https://play.tvcf.co.kr/850935
금융/보험,카드,삼성 iD 카드,진짜 나를 담은 iD_시작2,2021.11.18,https://play.tvcf.co.kr/850934
금융/보험,카드,비씨카드,[부자되세요] 카드 혜택에 BC혜택까지 츄가 받고 부자되세요~,2021.11.17,https://play.tvcf.co.kr/850774
금융/보험,카드,현대카드 MX Black,혜택의 블랙 라벨,2021.11.16,https://play.tvcf.co.kr/850530
금융/보험,카드,신한카드,금융부터 라이프까지 pLay를 멈추지마_본,2021.11.16,https://play.tvcf.co.kr/850357
금융/보험,카드,신한카드,금융부터 라이프까지 pLay를 멈추지마_본,2021.11.16,https://play.tvcf.co.kr/850356
금융/보험,카드,현대카드,AMEX,2021.11.12,https://play.tvcf.co.kr/850174
금융/보험,카드,삼성카드,진짜 나를 담은 iD_시작,2021.11.12,https://play.tvcf.co.kr/850162
금융/보험,카드,요기패스 신용카드,본편 30s,2021.11.05,https://play.tvcf.co.kr/848996
금융/보험,카드,요기패스 신용카드,본편 A,2021.11.05,https://play.tvcf.co.kr/848994
금융/보험,카드,요기패스 신용카드,본편 B,2021.11.05,https://play.tvcf.co.kr/848995
금융/보험,카드,신한카드,위버스 신한카드,2021.11.03,https://play.tvcf.co.kr/848526
금융/보험,카드,신한카드,금융부터 라이프까지 pLay를 멈추지마_본,2021.11.02,https://play.tvcf.co.kr/848268
금융/보험,카드,요기패스 신용카드,티징,2021.11.02,https://play.tvcf.co.kr/848158
금융/보험,카드,요기패스 신용카드,티징 30s,2021.11.01,https://play.tvcf.co.kr/848156
금융/보험,카드,현대카드,"[the Black] Invitation Only, the Black Edition3",2021.11.01,https://play.tvcf.co.kr/848140
금융/보험,카드,KB국민카드 KB Pay,누구든 다. 어디든 다. 오정세 김혜윤,2021.10.29,https://play.tvcf.co.kr/847847
금융/보험,카드,KB국민카드,KeeB Card 그렇게 나는 꺼졌다..,2021.10.28,https://play.tvcf.co.kr/847790
금융/보험,카드,KB국민카드,꺼질 수 밖에 없었던 한 남자의 저탄소 러브스토리 티져,2021.10.28,https://play.tvcf.co.kr/847789
금융/보험,카드,현대카드,[프리미엄 컬러 by Hyundai Card] the Red Edition5,2021.10.26,https://play.tvcf.co.kr/847480
금융/보험,카드,현대카드,[프리미엄 컬러 by Hyundai Card] the Pink,2021.10.26,https://play.tvcf.co.kr/847479
금융/보험,카드,현대카드,[프리미엄 컬러 by Hyundai Card] the Green Edition2,2021.10.26,https://play.tvcf.co.kr/847478
금융/보험,카드,삼성카드,진짜 나를 담은 카드 티저,2021.10.21,https://play.tvcf.co.kr/847000
금융/보험,카드,코나 럭키카드,#쇼미더5천카드,2021.10.20,https://play.tvcf.co.kr/846842
금융/보험,카드,코나 럭키카드,#부모님잇몸만개카드,2021.10.20,https://play.tvcf.co.kr/846841
금융/보험,카드,코나 럭키카드,#5천당첨됐뜨아카드,2021.10.19,https://play.tvcf.co.kr/846835
금융/보험,카드,현대카드,[프리미엄 컬러 by Hyundai Card] No Color No Life,2021.10.15,https://play.tvcf.co.kr/846231
금융/보험,카드,KB국민카드,[Yellow Edition] 세상에 없던 플라스틱 업사이클링 프로젝트,2021.10.05,https://play.tvcf.co.kr/844925
금융/보험,카드,코나 럭키카드,#억소리나는카드,2021.10.01,https://play.tvcf.co.kr/844786
금융/보험,카드,KB국민카드 해피포인트 해피리워드 카드,상상도 못한 적립률_파리바게뜨,2021.09.29,https://play.tvcf.co.kr/843952
금융/보험,카드,KB국민카드 해피포인트 해피리워드 카드,상상도 못한 적립률_배스킨라빈스,2021.09.29,https://play.tvcf.co.kr/843950
금융/보험,카드,KB국민카드 해피포인트 해피리워드 카드,상상도 못한 적립률_던킨,2021.09.29,https://play.tvcf.co.kr/843953
금융/보험,카드,KB국민카드 해피포인트 해피리워드 카드,상상도 못한 적립률_종합,2021.09.29,https://play.tvcf.co.kr/843951
금융/보험,카드,네이버 현대카드,떨려요,2021.09.27,https://play.tvcf.co.kr/843644
금융/보험,카드,KB국민카드 해피포인트 해피리워드 카드,상상도 못한 적립률_티저,2021.09.17,https://play.tvcf.co.kr/843125
금융/보험,카드,네이버 현대카드,환생,2021.09.17,https://play.tvcf.co.kr/843126
금융/보험,카드,신한카드,금융부터 라이프까지 pLay를 멈추지마 (런칭),2021.09.17,https://play.tvcf.co.kr/843022
금융/보험,카드,코나 럭키카드,#코나캐시떡상카드,2021.09.14,https://play.tvcf.co.kr/842640
금융/보험,카드,코나 럭키카드,돈쭐내는라이브방송,2021.09.14,https://play.tvcf.co.kr/842634
금융/보험,카드,코나 럭키카드,#요플렉스카드,2021.09.14,https://play.tvcf.co.kr/842509
금융/보험,카드,코나 럭키카드,#계이득카드,2021.09.14,https://play.tvcf.co.kr/842508
금융/보험,카드,KB국민카드 KB Pay 챌린지카드,프로모션,2021.09.06,https://play.tvcf.co.kr/841487
금융/보험,카드,KB국민카드 KB Pay 챌린지카드,혜택,2021.09.06,https://play.tvcf.co.kr/841485
금융/보험,카드,현대카드,네이버X현대카드,2021.09.02,https://play.tvcf.co.kr/841147
금융/보험,카드,코나 럭키카드,#효도풀악셀카드,2021.09.02,https://play.tvcf.co.kr/841123
아파트/건설,임대/매매/분양,오티에르,대담한 특권,2022.08.05,https://play.tvcf.co.kr/882266
아파트/건설,임대/매매/분양,스위첸,내일을 키워가는 집_모험 놀이터,2022.08.01,https://play.tvcf.co.kr/881558
